1211;Tyberiusz;Jaitner;1-Feb-00;1802;4;1600
1212;Cyprian;Magdyj;8-Feb-13;1493;2;979
1213;Skarbimir;Seredniuk;21-May-14;503;4;1545
1214;Florencjusz;Charendasz;10-Dec-96;210;2;566
1215;Patrycjusz;Czekier;20-May-10;1736;4;399
1216;Izydor;Oberczuk;22-Apr-02;1753;3;876
1217;Jan Kanty;Giotka;09.mar.05;275;1;939
1218;Cyrus;Wichara;5-May-97;559;4;668
1219;Marian;Zytur;02.mar.04;1146;4;550
1220;Lenart;Bar¿mirowski;21-Jan-98;255;2;788
1221;Gaspar;Kodzik;1-Feb-96;1661;1;1777
1222;Ezechiel;Parolin;4-Jul-93;350;4;538
1223;Cieszyrad;Delesz;6-Jul-04;1515;3;659
1224;Mêcimir;Monczuñski;7-Oct-15;1423;4;734
1225;Bean;Szeronos;30-Apr-15;77;4;1291
1226;Marcel;Penowski;29-Jun-10;111;1;1371
1227;Bratumi³;D³ugo³añski;10-Jul-97;1891;1;97
1228;Tadeusz;Syrek;26-Dec-12;2107;1;201
1229;Alpinian;Heroñ;15-Jun-03;1018;1;1903
1230;Gniewomir;Ellwarth;14-Sep-05;2123;4;7
1231;Ado;Rukar;23.mar.95;11;4;1540
1232;Maur;Yuhasz;17-Sep-00;798;3;579
1233;Wolfgang;Dumczak;03.mar.11;842;1;1811
1234;Niedamir;Danoch;12-Aug-01;1554;1;268
1235;Pius;Patrzykowski;31-May-18;498;4;941
1236;Toligniew;Szeleszkiewicz;11-Jun-02;1781;1;1556
1237;Faustyn;Sarzewicz;14-Oct-98;270;2;1822
1238;Chwalibóg;Pietruszajtys;26-Apr-02;1602;3;1373
1239;Miko³aj;Œli¿owski;23-May-15;342;1;81
1240;Dagobert;Kiebuz;8-Apr-19;37;1;552
1241;Soter;Dombecki;2-Dec-07;308;4;624
1242;Ludomir;Frydryszczyk;30-Oct-20;1617;3;1501
1243;Radek;¯e³ajtys;12-Nov-14;136;1;1203
1244;Balcer;Zuckermann;6-Jun-15;1270;2;1246
1245;Jozue;Bludo;20-May-99;1116;1;414
1246;Antonin;Œciubiak;10-Apr-19;324;1;663
1247;B³a¿ej;Kapelañski;6-Jul-93;145;4;1301
1248;Stanimir;Damszel;16-Jul-01;1761;3;1404
1249;Sergiusz;Szyndlerowicz;26-Oct-93;693;2;1945
1250;Renat;G³achtiejew;21-Nov-07;1949;2;1164
1251;Jan Chryzostom;Mazurec;2-May-04;454;4;1086
1252;Eustachy;Pilewicz;2-Jun-10;1902;3;1433
1253;Narcyz;RoŸkiewicz;18.mar.13;981;3;1590
1254;Wojs³aw;Wogrodna;9-Apr-15;292;3;154
1255;£êkomir;Bujañczyk;25-Jul-05;494;3;953
1256;Heliodor;Pasieczniak;11-Nov-95;1091;3;586
1257;Jurand;Fiksot;9-Feb-05;321;2;529
1258;Ferdynand;Pichula;25-Aug-13;1758;4;281
1259;Aleksander;Stecynek;17-Oct-09;338;2;603
1260;Marcin;Zawisny;12-Jan-05;29;1;787
1261;Czechoñ;Kupca;06.mar.12;1490;2;1791
1262;Micha³;Brykowski;27-Nov-08;1292;4;661
1263;Kryspin;Missini;4-Sep-91;455;1;1093
1264;Cezariusz;Sujatowska;21-Jan-15;840;1;1706
1265;Gaudencjusz;Forhajn;14.mar.13;1262;1;89
1266;Niecis³aw;Ma³erlak;24-Jan-91;1058;1;1198
1267;Arnolf;Bramka;2-Dec-91;849;1;878
1268;Ostap;Grobielna;1-Jun-98;2091;4;436
1269;Samuel;Gaudeszis;24-May-14;1755;1;513
1270;Kilian;Podszywa³o;30-Oct-02;1778;1;1163
1271;Tyberiusz;Terepiet;10.mar.03;1440;3;1632
1272;Ewelin;Wiedemann;22.mar.17;75;4;1703
1273;Albin;£empa;13-Oct-01;1316;2;992
1274;Wirgiliusz;¯agorska;17-Nov-12;1531;1;189
1275;Jan Nepomucen;Nojtkiewicz;14-Jun-91;157;4;393
1276;Chryzant;Reinfus;30-Nov-11;1454;1;1802
1277;Dobiemiest;Brylankowska;4-Aug-05;1062;1;1510
1278;Dionizjusz;Podwika;31-Aug-06;440;3;1653
1279;S³awoj;Babka;3-Apr-06;760;2;22
1280;Nikanor;Cyrulczyk;7-Oct-98;1989;1;1396
1281;Prosper;Hamara;14-Apr-99;555;2;137
1282;Pompejusz;Almarczyk;20-Dec-11;133;4;1051
1283;Donat;Wydajewska;11-Jul-91;22;3;1532
1284;Lubomys³;Giszterowicz;29.mar.05;506;2;1504
1285;Longin;Ogileski;22-Oct-02;1473;1;814
1286;Zbyszko;Spycher;5-Jun-21;44;3;1651
1287;Mi³owan;Berder;1-Jun-12;756;2;1558
1288;Paulin;Paw³at;5-Feb-04;780;2;1811
1289;Izajasz;Dobrowicz;31-May-21;1731;2;403
1290;Wiêces³aw;Genzerowicz;10-Apr-91;1255;2;1179
1291;Harasym;Belgrau;29-Jan-01;503;2;1130
1292;Ursyn;Dziemienczuk;16-Aug-01;1310;1;431
1293;S³awoj;Mendyszewski;01.mar.03;1198;4;709
1294;Sozant;K¹sewicz;11-Apr-97;226;4;969
1295;Kajus;Awgutowska;02.mar.17;1166;2;1364
1296;Amin;Borszke;21-May-01;1636;3;1929
1297;Epifaniusz;Ryfiak;13-Nov-21;1682;3;164
1298;Abdiasz;Gry³a;10-Apr-13;653;1;779
1299;Arseniusz;Karabiniewicz;22-Jan-07;628;4;838
1300;RenÃƒÂ©;Kokociñski vel Kokot;18-Dec-15;1483;2;1611
1301;Mauryn;Obejko;19-Jul-15;651;2;297
1302;Fabrycjan;Derlecki;11-Dec-04;1032;4;929
1303;Sêdzis³aw;Konopczyñski;4-Sep-04;113;4;821
1304;Kajetan;Sele¿an;30-Jan-05;699;3;846
1305;Wielis³aw;Suwa³ek;19-Feb-97;372;3;1754
1306;Flawiusz;Mathejczyk;29-Jun-90;1358;1;477
1307;Anastazy;Kwakowska;7-Oct-94;1685;2;894
1308;Konstantyn;Satachelek;26-Dec-15;1375;2;870
1309;Naum;Kirwil;23-Dec-91;221;1;1185
1310;Radogost;Diduszek;17-Jan-96;566;4;1060
1311;Herakles;Gladus;22-May-22;970;3;628
1312;Baltazar;Kontrosiñska;30-Jan-13;171;1;1870
1313;Gniewosz;Szat³owski;28-Jul-93;830;3;1693
1314;Wiktor;Stomper;24-Dec-18;1931;2;1115
1315;Dalebor;Szulinowska;25.mar.20;1959;4;700
1316;Probus;£agótko;23-Oct-97;460;2;1574
1317;Aureli;GendŸwi³;17-Jul-98;1960;4;83
1318;Manfred;Brandegger;21.mar.08;867;4;1258
1319;Rodryk;Namenkowska;28-Apr-90;73;3;874
1320;Maksym;Chrubczyñski;31-Oct-97;123;2;360
1321;Strze¿ymir;Faszyñski;17-Sep-96;707;2;1965
1322;Racis³aw;Bernêcik;20-Feb-91;1836;2;1663
1323;Walter;Kojpacz;22-Jun-09;1151;2;1872
1324;Andonik;Sowadski;13-Oct-16;1597;2;1009
1325;Karin;Spirka;26-Jul-99;2077;3;1813
1326;Cieszymys³;Rossdeutscher;22-Nov-18;439;4;1127
1327;Samuel;Metnik;14-Sep-97;991;1;398
1328;Rafael;Poczatko;11-Jun-90;40;4;1001
1329;Epifani;Kiberlajn;6-Apr-13;1733;1;609
1330;Roœcis³aw;Lubicz-Gru¿ewski;12-Nov-95;178;3;1354
1331;Sebald;Ottner;30-Apr-08;437;1;1716
1332;Wojs³aw;Smieciuch;30.mar.93;462;1;958
1333;Herman;Ejzenhart;25-Nov-91;646;2;1472
1334;Dzier¿ys³aw;Po³torzucka;9-Oct-15;117;1;448
1335;Antym;Hemeja;29-Feb-20;1667;1;1998
1336;Zbigniew;Ziêbora;12-Sep-16;94;1;1704
1337;Aureliusz;Szwunczak;1-Aug-07;477;3;1906
1338;Walter;Niepogodziñski;24-Dec-15;1534;3;306
1339;Pompejusz;S³omiska;24-Nov-18;1920;4;1120
1340;Demokryt;Konhol;20-Oct-96;1310;4;779
1341;Godzisz;Gry¿boñ;21-Dec-91;2074;4;244
1342;Delfin;Fanert;6-Jan-19;1935;2;53
1343;Szwieciech;Hrym;1-Aug-95;1454;3;1934
1344;Amos;Czu³ba;4-Nov-05;2005;2;1664
1345;Hilary;Zapsza³;16-Oct-12;1068;4;108
1346;Czêstomir;Pontów;26-Sep-17;1884;3;1104
1347;Irwin;Langholtz;21-Jan-19;1778;4;1322
1348;Serafin;GóŸdziak;7-Sep-11;1992;4;236
1349;Tobiasz;Dombrzycz;20-Feb-91;1314;1;1571
1350;Têgomir;Frowczek;13-Dec-03;1232;2;1933
1351;Konstancjusz;Mazajew;7-Apr-09;356;2;145
1352;Liwiusz;Smalgren;7-Oct-98;923;1;1108
1353;Seweryn;Kukiela;21-Jul-97;1367;4;1796
1354;Oktawiusz;Zêbacki;26-Aug-20;1721;3;778
1355;Zbros³aw;Walendukanis;12-Oct-18;2131;1;321
1356;Cecyl;Mist;4-Apr-10;305;4;1021
1357;Roch;Kopczak;18-Dec-99;596;1;133
1358;Budzisz;Przêczek;28-Jul-94;1355;1;989
1359;Lubogost;Cieciur;1-Jan-95;1370;3;572
1360;Wiêces³aw;Szkopik;5-Feb-21;735;1;1917
1361;Bolemir;Balasewicz;3-Aug-02;1575;4;1173
1362;Bêdzimir;Jaczniak;23-Dec-17;2066;3;1928
1363;Tycjan;Dzbañski;30-Jun-21;1950;1;454
1364;Euzebiusz;Lanieska;5-Feb-91;501;4;1936
1365;Dzier¿ymir;Gnidziuk;16-Feb-20;1014;3;1593
1366;Jêdrzej;Szwarcz;06.mar.02;1636;2;227
1367;Albin;Ski¿ewski;27-Sep-07;20;3;1139
1368;Dragomir;Paniczko;29-Aug-22;1514;3;1099
1369;Asteriusz;Mrószczyk;17-Feb-00;1587;3;1505
1370;Arnold;Hartzell;02.mar.02;521;4;965
1371;Lechos³aw;Grêbin;23-Jul-92;1242;3;1047
1372;Kurt;Mozyro;5-Dec-12;106;2;658
1373;Przedbor;Obertyn;17-Jan-20;41;3;1924
1374;Bolemir;Gdula;27-Aug-18;1391;4;1999
1375;Sylwiusz;Dybiczbañski;26-Aug-04;1667;3;1286
1376;Jan Gwalbert;Atemborski;22-May-92;1;3;1493
1377;Abdiasz;Siapera;27-Sep-00;1050;3;1465
1378;Dariusz;Szmieliñski;09.mar.14;1934;3;1538
1379;Angelus;Pirchula;18.mar.96;602;3;1878
1380;Emiliusz;Trêcek;8-May-21;675;3;474
1381;Kasper;Polas;22-Nov-96;1753;4;1433
1382;Nikodem;Lanckowski;31-Oct-06;1825;1;1461
1383;Twardos³aw;Symuta;11-Dec-01;108;1;256
1384;Goliat;Cziczos;5-Apr-09;891;4;1287
1385;Lutobor;Jarciñski;18-Dec-15;1757;1;348
1386;Lubomir;Chora;18-Feb-14;613;3;1485
1387;Bazyl;Tumulka;26-Jul-94;1262;1;1698
1388;Dobromys³;Garbycz;26-Feb-15;559;4;1203
1389;Chryzostom;Waraszek;6-Jan-95;1949;3;338
1390;Aleksander;JaŸluk;12-Aug-91;955;1;1197
1391;Karp;Hoœcik;26-Nov-97;707;2;995
1392;Micheasz;Syryœ;13-Sep-20;1258;3;71
1393;Moj¿esz;Beniuszewicz;17.mar.97;2036;3;1748
1394;Wrzes³aw;Fajud;15-Feb-14;1885;2;1797
1395;Paschalis;G¹sak;27-Oct-17;1079;3;1454
1396;Longinus;Studniarczuk;19.mar.05;1536;3;523
1397;Burchard;Krzemirski;3-Jan-93;1090;3;1878
1398;Hubert;Rzeczniczek;26-Jun-03;1979;1;1070
1399;Noe;Julka;30-Jul-03;1469;3;538
1400;Symeon;Dzieraczeñko;17-Oct-04;19;4;1868
1401;Przedwoj;Mat¹ga;12-Aug-11;1091;3;1650
1402;W³odzimierz;Czedzich;19-Jan-12;799;2;1640
1403;Pawe³;£apczyk;11-Aug-12;405;3;1055
1404;Agaton;Go¿ek;20-Sep-96;2142;3;723
1405;Ananiasz;Strojna;15-Jun-92;931;4;983
1406;Rados³aw;Murcka;22-Nov-00;385;2;508
1407;Bartosz;Elhagar;13-Oct-94;1280;4;1737
1408;Wiktoryn;Zelezna;10-Nov-07;977;1;213
1409;Achacjusz;Rajber;28-May-17;901;3;738
1410;Eulogiusz;Gauzel;13-Jul-90;1367;3;945
1411;Reinhold;£apo³;12-Jan-03;503;4;1143
1412;Siestrzewit;Doszuta;21-May-16;196;2;1768
1413;Romeo;Hejtota;28-May-20;1867;2;1707
1414;Sozant;Do³honiuk;17-Jul-17;1006;1;93
1415;Otton;Szirmajster;24-Feb-00;971;1;1443
1416;Konstantyn;Biernakowicz;4-Jan-07;545;3;1653
1417;Barnaba;Piertaszko;5-May-20;1363;1;707
1418;Albrecht;Mieliszewicz;14-Nov-94;863;3;1754
1419;Felicysym;Bozostek;28.mar.96;1002;1;499
1420;Pakosz;Cesarczyk;31-Jan-22;1748;2;1811
1421;Chrystian;Pyrcioch;10-Apr-09;1739;3;1694
1422;Zbylut;Pietrozela;29-May-08;567;4;1670
1423;Bernardyn;Dwidowska;5-Sep-99;1983;2;598
1424;Dezyderiusz;Dachel;24-Jul-18;736;1;192
1425;Romuald;Saladz;16-Feb-07;8;4;1058
1426;Janusz;Bo¿entko;8-Oct-11;1961;4;1576
1427;Marcin;Arkulisz;22-Oct-15;426;4;243
1428;Achacy;Panczuk;5-May-17;262;1;1637
1429;Przybyczest;Kohnke;12-Apr-05;1924;3;846
1430;Gos³aw;Dobromira;30-Aug-22;1737;1;897
1431;Lutomys³;Mycon;10.mar.91;1237;3;515
1432;Œwiêtope³k;Bia³ych;30-Apr-14;1105;2;1866
1433;Domas³aw;Chichtowska;28-May-11;833;4;1136
1434;Wiêcerad;Chlost;25.mar.14;1547;3;924
1435;Liwiusz;Tuttle;25-Jun-98;2104;1;776
1436;Salezy;Regawski;17-Dec-19;1897;2;1752
1437;Czes³aw;Dziuboñska;29-Sep-18;1947;3;1615
1438;D³ugosz;Haselbauer;27-Nov-17;1827;3;410
1439;Daniel;Wlossak;8-Nov-96;213;3;695
1440;W³oœcibor;Œwiêtek Brzeziñski;27-Oct-15;235;4;1466
1441;Bohdan;Nowaryt;5-Nov-92;1423;2;318
1442;Oskar;Skroberanda;15-Aug-01;1558;3;1398
1443;Laurenty;Kistiniow;27-Apr-13;1564;3;655
1444;Salwator;Dziachanis;21-Feb-96;1621;1;718
1445;Aureli;Fedycki;24-Jun-03;1913;3;1814
1446;Chwalibóg;Rajtur;2-Feb-03;1843;2;1369
1447;Fortunat;Sembala;8-Dec-90;1937;2;1157
1448;Oliwier;Fibitz;16-Nov-10;1057;3;1015
1449;Goœciwit;Choñca;24-Sep-17;816;1;916
1450;Werner;Hirszke;12-Jul-18;1391;1;627
1451;Antym;Bleryk;6-Apr-97;31;3;1561
1452;Bratumi³;Trzczyñski;13-Nov-01;893;1;1411
1453;Jazon;Mosel;10-Oct-91;1501;4;601
1454;Siestrzewit;Pazdowski;11-Jun-93;1540;4;332
1455;Egon;Tarnaœ;14-Jun-22;1168;3;19
1456;Fabrycjan;Onger;7-Sep-90;1855;3;168
1457;Emanuel;Browarek;6-Nov-05;136;4;1343
1458;Wszegniew;Lubkowski;30-Sep-07;604;3;243
1459;D³ugosz;Sarycz;20-Sep-01;461;1;763
1460;Maurycy;Porêcki;19.mar.12;1112;4;1318
1461;Mi³ogost;Bolkiewicz;26.mar.16;1314;1;1147
1462;Redogort;Chwiszczak;1-Nov-91;1203;4;1635
1463;Erast;Krowañska;02.mar.12;454;1;115
1464;Bo¿eciech;Bzdrêgalska;5-Nov-92;1520;2;576
1465;Wrzes³aw;Damdin;29-Jun-97;1914;2;505
1466;Dacjan;Œmiegucki;27-Oct-03;681;3;639
1467;Adalbert;Wochnia;11-Jun-12;1815;3;1178
1468;Rufus;Nisiewycz;30-Oct-15;110;3;1518
1469;Delfin;Sztabryñ;25-Dec-02;1722;3;284
1470;Hilary;Roznoch;20-Sep-94;375;1;45
1471;Oliwier;Szpotakiewicz;16-Oct-16;1883;4;832
1472;Namys³aw;Sk³adawa;17-May-01;1851;1;1440
1473;Apolinary;Wojtusiñska;18-Feb-10;998;2;1225
1474;Abel;Nabarañczuk;18-Oct-02;1986;3;937
1475;Elizeusz;Porucko;26-Nov-17;2050;1;1545
1476;Beatus;Ba³ochowicz;26-Dec-97;826;2;699
1477;Erast;Brzozowiecka;12-Jul-03;417;3;1835
1478;Frumencjusz;Lajch;12-Nov-08;904;3;1546
1479;Siemowit;Samurska;23-Dec-07;2079;2;1803
1480;Arystarch;Dziora;15-Oct-99;1441;2;1570
1481;Siemirad;K¹cik;23-Nov-10;1867;1;786
1482;Prot;Ponto;5-Apr-16;2099;2;70
1483;Jakub;Januschewski;13-Dec-97;1879;4;782
1484;Miko³aj;Naprowski;30-May-00;146;2;1563
1485;Lubor;Poskrop;12-Jun-00;480;3;249
1486;Bolemir;Ke³basiñska;26-Dec-16;226;3;638
1487;£ukasz;Zawaliuch;5-Jan-99;785;4;1487
1488;Dymitriusz;Burdas;1-Nov-10;1452;1;1072
1489;Tomir;Nagornik;8-Sep-05;1580;2;1335
1490;Niegomir;Malfer;31-Dec-09;453;4;1300
1491;Asteriusz;Naamani;22-Aug-22;1997;4;110
1492;Spycigniew;Bezarczuk;11-Jul-02;1082;3;1716
1493;Goœcimir;Tutok;25-Jan-17;100;3;946
1494;Leonidas;P³aszak;11-Jul-00;1737;3;298
1495;Cibor;Andzo;19-Dec-02;1250;3;1671
1496;Dan;Burhard;15-Aug-95;852;2;398
1497;Zbros³aw;Mieñczykowska;8-Aug-95;1755;2;1384
1498;Petroniusz;Mordasiewicz;28-Dec-95;172;1;1876
1499;Dolores;£upisza;8-Jun-05;192;3;131
1500;Wit;Nowatciñski;8-Aug-19;602;1;1211
1501;Enoch;Lichotin;3-Sep-04;1892;3;1896
1502;Bratumi³;Bandycki;11-Sep-91;458;1;1632
1503;Broniwoj;Golusz;22-Oct-91;1843;4;1418
1504;Leopold;Kieszk;19-Aug-01;1659;4;1524
1505;Leopard;Sztromkie;14-Dec-00;644;3;1528
1506;Salezy;Wodnik;5-Jun-90;539;4;291
1507;Krystyn;Butawa;31-Jul-02;1527;4;893
1508;Boromeusz;Zebalski;19-Apr-04;435;2;1957
1509;Walerian;Luzgo;13-Feb-20;627;4;1607
1510;Bernard;Gunia;31-Jan-01;461;2;674
1511;Apollo;Kruziec;16-May-19;1927;2;60
1512;Artus;Simionidu;18-Jun-16;772;4;587
1513;Feliks;Karoœkiewicz;11-Jul-10;756;2;51
1514;Zachariasz;Kmickiewicz;18-Oct-93;891;1;871
1515;Gustaw;Stasiakowski;29-Jul-94;603;4;199
1516;Euchariusz;Jastrzêmbski;28-Dec-20;422;2;278
1517;Irwin;Katra;20-May-20;778;2;994
1518;Radziwoj;Kieliasz;5-Dec-08;764;1;602
1519;Jeremiasz;Nachorny;14-Dec-03;1767;3;1751
1520;Przybygniew;Stolanka;10-Feb-99;1396;4;483
1521;Libert;Perechubko;19-Jan-16;1567;3;780
1522;Skarbimir;Czub³on;8-Jun-99;176;4;1455
1523;Karin;Parfan;20-Jan-92;961;1;1898
1524;Budziwoj;Sentorek;15-Sep-98;1435;3;1578
1525;Bazyli;Pupysz;18-Aug-15;1060;1;1905
1526;Hiacynt;Zemerfeld;12-Jul-95;637;4;1551
1527;Cieszys³aw;Bilita;29-Apr-03;708;4;1293
1528;Alfred;Smoter;15-Oct-09;1015;3;823
1529;Wenancjusz;Sztrejan;30-Sep-17;576;1;1977
1530;Siestrzemi³;Rotasiuk;13-Feb-02;1825;1;1360
1531;Gustaw;Alkert;2-Dec-21;381;3;1803
1532;Lubos³aw;Szeremitiew;13-Jun-13;1143;3;738
1533;Otniel;Przytu³ka;7-Feb-09;1742;4;1925
1534;Herkules;Labucka;21-Oct-08;258;2;516
1535;Sulimir;Brz¹czka;20-Dec-93;1122;3;1360
1536;Aleksy;Kutron;5-Jul-00;1156;4;714
1537;Fabrycjan;Syrojc;17-Feb-07;732;1;1513
1538;Siestrzemi³;Bachera;29-Apr-11;871;2;1928
1539;Terencjusz;Bortowski;26-Jun-04;826;4;1122
1540;Zefir;Wajde;3-Nov-94;1022;2;1285
1541;Noe;Balito;9-Dec-12;1180;2;149
1542;Balbin;Wo¿ek;27-Feb-96;1513;2;402
1543;Telesfor;Ryniewicz;15.mar.92;579;1;1095
1544;Tymon;Naskowa;31-Aug-21;1822;4;548
1545;Kilian;Duda³;6-Nov-98;1072;1;976
1546;Bonawentura;Miszczij;10-Dec-94;841;4;1803
1547;Pakosz³aw;Arowicz;22-Oct-18;237;2;1299
1548;Borzymir;Argulewicz;1-Jun-21;942;3;1417
1549;Unis³aw;Spiesky;19-Jan-07;2105;4;1623
1550;Rupert;Swie¿owski;13-Dec-97;8;2;1180
1551;Harasym;Zmunda;28-Aug-98;970;4;959
1552;Ders³aw;Œliwak;13-Jan-00;490;1;1611
1553;Pelagiusz;Braszczyk;3-Nov-17;347;1;323
1554;Czcibor;Naylor;19-Jul-00;632;2;171
1555;Beatus;Koœcijankiewicz;17-Jan-03;310;3;817
1556;Antonin;Jakubek;21.mar.00;336;2;453
1557;Gwidon;Œlifirski;28-Feb-90;416;1;171
1558;Prochor;Szapio³ko;9-Dec-11;965;3;763
1559;Daniel;Ho³owaczenko;27-Oct-93;1078;2;1340
1560;Blizbor;Osztermann;17-Nov-14;420;3;1122
1561;Maksymin;Gastok;5-Oct-98;1658;4;301
1562;¯elis³aw;¬rubek;20-Sep-96;841;4;135
1563;Soter;Musterer;8-May-08;730;3;1668
1564;Dziers³aw;Andreszenko;7-Dec-14;588;3;1424
1565;Edwin;Sfera;6-Jan-95;2085;2;1612
1566;Trzebomys³;Pietroczek;19-Jun-93;1353;1;829
1567;Bogurad;Kostrubic;20-May-12;938;3;1996
1568;Benedykt;Kowut;10-Sep-10;1770;4;12
1569;Andrzej;Wasi³owicz;20-Jul-97;1280;2;216
1570;Czes³aw;Charczyj;15-Jan-14;240;2;1612
1571;Danisz;Drzemalska;25-Sep-00;1120;3;1484
1572;Eustachiusz;Sl¹zakowski;14-Aug-16;960;3;791
1573;Czêstobor;Gawlitta;24-May-09;621;3;1991
1574;Walter;Gomi;30-Apr-06;977;1;381
1575;Alfred;Symczyszyn;21-Jan-96;142;4;722
1576;Irydion;Majta;28-Jan-91;21;3;1050
1577;Skarbimierz;Esslinger;11-Jan-03;1838;4;1194
1578;Racimir;Wdzienczny;26-Aug-12;1206;2;1860
1579;Eryk;Jeneralczyk;23-Jan-00;228;1;680
1580;Helmut;Milbrant;9-Jul-09;225;1;222
1581;Dobiemiest;Wajtczak;10-Jul-90;595;4;527
1582;Apollo;Kwoczka;24-Apr-91;1873;2;718
1583;Blizbor;Matraszek-Szaniawska;30-Jan-07;1347;3;1599
1584;Oswald;Mendes;16-Oct-07;1895;2;1551
1585;Natanael;Kierniak;5-Feb-03;1860;2;1632
1586;Strze¿ymir;Mokszan;14-Apr-18;1322;4;1474
1587;Dariusz;Tietianiec;10-Sep-21;1986;4;308
1588;Skarbimierz;Szusta;29-Sep-12;1150;2;516
1589;Mironieg;Prokop³uk;21-Jan-00;67;2;1090
1590;Kilian;Rych³owicz;8-Nov-99;1689;4;329
1591;Przec³aw;Lowczowska;17-Jun-16;814;3;134
1592;Ksenofont;Pilimon;19-Nov-15;2124;1;338
1593;Eustachiusz;Tamczak;23-Oct-03;1520;4;427
1594;Dobromir;Arbszajtys;8-May-17;815;2;681
1595;Radek;Baszterda;4-Sep-94;1980;1;1365
1596;Toligniew;Kramiarska;4-Dec-15;34;3;1756
1597;Mœcibor;Pasorzelska;3-Nov-95;332;4;492
1598;Jarope³k;Harbacka;8-Nov-90;395;1;317
1599;Medard;Werczak;01.mar.06;1393;2;1947
1600;Germanik;Krzysztofolska;13-Dec-22;624;2;1860
1601;Myœlimir;Giemi¹tkowska;16-Sep-95;988;4;1328
1602;Balbin;Bleck;22-Aug-06;528;3;519
1603;Budzisz;Artus;13.mar.95;1109;3;46
1604;Eustachy;Popielak;21.mar.10;1275;3;678
1605;Boles³aw;Grabert;21-Sep-96;75;1;930
1606;Barabasz;Czejka;28-May-12;2;4;504
1607;Ksenofont;Irczyk;17.mar.11;1428;4;238
1608;Adalbert;Chutera;29-Sep-01;1330;4;139
1609;Axel;Ma³gorzewicz;19-Nov-15;908;3;1574
1610;Tomis³aw;Darmsteter;29-Apr-90;569;4;1331
1611;Walentyn;Ko³odo;20-Jul-08;641;2;1200
1612;Karin;Klasztor;31-Dec-12;1570;3;1028
1613;Tacjusz;Pelson;25-Sep-05;151;1;620
1614;Czêstomir;Swierzbiñski;23-Nov-92;615;2;693
1615;Dacjan;Kubkikowski;1-Jun-02;782;1;383
1616;Janis³aw;Pajkosz;8-Nov-98;858;3;354
1617;Paramon;Ga³uñski;3-Jan-91;2068;3;1781
1618;Pompejusz;Gancwol;18-Apr-10;1565;3;1078
1619;Twardos³aw;Rakoszek;27-Feb-22;363;3;1020
1620;Przemys³;Zastapi³o;31.mar.06;1228;4;1999
1621;Radzimierz;Zawaga;23-Oct-10;1223;4;1974
1622;Roman;Steinmann;25-Jul-09;2107;3;1515
1623;Siemowit;Stamula;20-Jan-10;1056;3;1172
1624;Ulryk;Siemiochin;14-Feb-10;1009;4;295
1625;W³odzimierz;Za³ecki;05.mar.22;1295;3;37
1626;Eutropiusz;Bradke;31-Jan-11;2133;2;1905
1627;Wies³aw;Witoœ;30.mar.09;1631;2;1826
1628;Leoncjusz;Filszer;10-Apr-02;1452;2;566
1629;Ali;Repetnik;26-May-12;889;3;1858
1630;Felicysym;Pipiñ;26-Dec-16;40;1;13
1631;Maksymilian;Rzyp;23-Jun-18;952;4;1551
1632;Kilian;Szczekarewicz;24-Apr-11;1853;3;1677
1633;¯yros³aw;Stra¿yk;17-Oct-04;1899;3;759
1634;Agaton;Reinhart;30-Apr-17;1517;2;536
1635;Mi³ogost;Polnik;1-Sep-13;851;2;829
1636;Wiaczes³aw;K³undukowski;23-May-09;1969;1;1834
1637;Dragomir;Drunia;6-May-15;1686;3;380
1638;Ursyn;Szaunkesel;21-Jul-94;1571;1;1199
1639;Bolemir;Chymosz;04.mar.07;1797;4;1565
1640;Damazy;Sa³aya;9-Jul-00;1264;3;1186
1641;Tymon;Garala;1-Feb-20;506;3;716
1642;Damazy;Bawelek;21-Dec-06;1851;3;590
1643;Zbygniew;Pelczyñski;17-Oct-13;1307;2;445
1644;Siemis³aw;Zalat;14-Apr-95;490;3;1579
1645;Hipolit;Mieleszuk;4-Jan-03;554;3;1887
1646;Przec³aw;Kareñ;25-Apr-16;1392;3;308
1647;Addar;Korêcka;12-Nov-01;599;1;970
1648;Kir;Jaczerowski;5-Aug-12;1774;4;1764
1649;Petroniusz;Raof;14-Dec-96;81;1;1466
1650;Witomi³;Brogard;14-Apr-01;1725;1;188
1651;Jozafat;Madzalik;11-Oct-98;1276;4;1636
1652;Sobies³aw;Koœnikowski;27-Sep-01;85;4;1914
1653;Wito³d;Badyszewska;5-Nov-91;1532;3;1469
1654;Bohdan;Morlowski;8-Nov-19;429;2;1022
1655;Przedwoj;Dewald;24-May-95;1067;1;1507
1656;Emil;Œle³dziñski;4-Jan-04;1664;1;1360
1657;Kastor;Mikutaniec-Lipniewicz;9-May-93;36;3;82
1658;Sulimir;Drewski;17-Jan-04;1797;2;437
1659;Korneli;£ukanowski;06.mar.18;531;1;1506
1660;Siemiodrog;Cetler;09.mar.14;1989;1;384
1661;Sykstus;Pioszczyk;13-Aug-18;806;2;730
1662;Ezechiel;Ultañski;3-Jul-92;1168;2;1117
1663;Chwalis³aw;Kusów;2-Apr-06;1024;1;477
1664;Przec³aw;Majak;24-Feb-04;1701;4;1824
1665;Dzier¿ys³aw;Bronder;4-Apr-05;660;1;473
1666;Epifani;Grigalis;06.mar.10;274;3;1846
