2928;Trzebis³aw;Mi¹stkowska;564219703;114;256;97-545;1735
2929;Warcis³aw;Mereszka;747432260;28;725;25-227;1117
2930;Roœcis³aw;Montoya;844422962;101;527;92-632;827
2931;Bo¿ydar;Kariuto;594476100;11;160;58-300;479
2932;Dan;Dorer;250318075;134;328;42-500;814
2933;Bogudar;Zamrozik;402244430;8;923;04-464;794
2934;Roœcis³aw;Foterek;138522838;167;576;71-814;745
2935;Przemys³aw;Kocowicz;657358126;51;90;85-226;676
2936;Dobies³aw;Desporek;320912249;41;349;83-314;897
2937;Ziemowit;Ryteruk;951934153;144;625;32-340;1385
2938;Mœciwój;Lewartowski vel Lewartow;282892098;107;790;85-790;223
2939;Terencjusz;Gordecki;642661831;131;199;06-150;1076
2940;Jêdrzej;Sanaj;206210855;62;754;30-010;1437
2941;Albert;Prejœ;602015064;171;197;47-330;1448
2942;Radzim;Federeszyn;910784688;132;666;93-424;1097
2943;Jonatan;Spangilet;633974652;108;87;72-200;1801
2944;Bronisz;£ysy vel £ysowski;799628495;36;827;87-301;1088
2945;Gabin;Czuta;641391779;8;259;43-170;1116
2946;Andron;Wcislak;353659440;25;75;26-422;561
2947;Ludomi³;Szleiermacher;389936242;199;699;25-110;1370
2948;Erast;Krik;289979758;107;32;47-200;361
2949;Innocenty;Hawryszyn;325552163;26;543;05-190;1910
2950;Mamert;Conis;668252559;28;488;42-218;1874
2951;¯ywis³aw;Ro¿ner;646267552;104;163;93-463;1351
2952;Budzisz;Kowerdziej;616069056;171;619;16-400;1406
2953;Bazyliusz;Librowski;427294331;62;108;59-700;616
2954;Boles³aw;Salenek;890212603;43;968;44-117;1429
2955;Ozeasz;Rejmarczyk;661723526;104;437;66-001;689
2956;Sylweriusz;Futarcz;474231866;17;298;49-200;770
2957;Karol;Szwiec;885543919;106;883;32-800;1033
2958;Lutomys³;Uronek;778186854;26;851;73-150;1794
2959;Marcjal;Semratowicz;216302730;102;373;43-382;1368
2960;Euzebiusz;Krzanik;809382898;158;20;40-173;1028
2961;Duszan;Domke;427261639;59;788;14-300;1293
2962;Walentyn;Walkosz-Strzelec;201136859;84;270;18-400;1780
2963;Abdiasz;Krippendorf;270047270;11;76;92-402;1544
2964;Tworzymir;Mokracz;942349002;7;180;06-460;1602
2965;Wadim;Trygubow;926329998;178;908;93-232;66
2966;Gabin;Kêdzia;877216466;55;977;62-812;1006
2967;Mironieg;Haszek;268544093;146;644;53-426;1743
2968;Dan;Dros³;152931227;80;770;32-046;434
2969;Erast;Dziekciewska;818863624;106;461;73-236;1954
2970;Mironieg;Go³êzowski;505879028;196;95;43-391;861
2971;Afanazy;Wyr¹bel;970127677;136;664;28-136;1366
2972;Stronis³aw;Slosko;204807172;192;288;34-123;1721
2973;Konstantyn;Rzedowski;338832100;19;532;64-410;1583
2974;Boleczest;Saleta;668213778;42;758;21-136;282
2975;Amos;Bart³omijak;558672998;110;64;18-420;1915
2976;Eudoksjusz;Cyrkunowicz;965051379;25;453;16-400;1673
2977;Dobrogniew;Pydyszewski;671217513;65;825;32-120;693
2978;Cieszymir;Batreczko;314955806;162;784;62-561;1488
2979;Gorzys³aw;Jereman;472534338;169;193;02-049;1004
2980;Hipolit;Folsdorf;159940456;129;15;30-084;706
2981;Addar;Razbejko;675484509;147;902;44-337;1172
2982;Wolmar;Weresiuk;217169660;184;822;42-714;183
2983;Bratumi³;Dernowski;269074360;5;217;05-510;581
2984;Parys;Walejuk;530931815;43;209;82-100;1209
2985;W³oœcis³aw;Smolarew;387696177;115;653;99-220;752
2986;Renat;Kru¿a;421273212;115;629;83-047;560
2987;Eustachy;Rzadzki;177561242;170;221;81-586;1324
2988;Axel;O¿ibko;321371562;83;656;23-460;318
2989;Imis³aw;Czaboñ;287386877;115;977;22-650;1254
2990;Hortensjusz;Grzyba³a;527846253;16;414;83-425;1291
2991;Eustachiusz;Kuremski;882100540;159;590;59-200;523
2992;Arkady;Podgórni;135598238;10;750;84-106;1829
2993;Delfin;Ruczma;648636462;78;906;87-602;1836
2994;Bo¿ywoj;Pat³acz;391446033;170;409;11-440;1685
2995;Emilian;Simbol;965157320;120;561;12-100;1093
2996;Jan Chryzostom;Brzodek;767664603;195;832;58-371;1037
2997;Jarope³k;Skarbecki;183679217;170;666;06-120;218
2998;Klaudian;Stulgis;838651963;100;93;43-316;1693
2999;Hipolit;Bilor;664446350;44;37;02-558;1538
3000;Rainer;Œwinuch;596899702;8;697;27-612;366
3001;Nahum;Gramczyk;520714191;110;398;57-211;497
3002;Metody;Szkur³atowski;668228378;68;743;26-260;1546
3003;Bratumi³;Paczoski;373745900;142;26;13-124;1620
3004;Oswald;Kowolowski;480866767;163;231;38-204;514
3005;Dezydery;Wawrzkowiec;168694688;69;529;92-775;1628
3006;Kurt;Frentkiewicz;641738686;125;233;41-218;1027
3007;Emeryk;£êgoszowska;318190714;182;315;17-100;1617
3008;Ziemowit;Pylwa;298494722;11;226;39-410;1875
3009;Donat;Lensz;955208049;149;31;11-230;705
3010;Norman;Szczerczowski;506277570;30;248;16-320;467
3011;Borzywoj;Dzierzko;945710811;176;241;62-085;1740
3012;Grodzis³aw;Strzemboczna;851716646;44;663;44-200;1427
3013;Klaudian;Korzynow;368001253;67;40;92-231;823
3014;Achacy;Obderko;202099030;19;345;43-100;744
3015;Wenancjusz;Byrczek;242949452;99;667;00-667;1457
3016;Tolis³aw;Paseniuk;167281830;91;26;97-225;1125
3017;Ambro¿y;Libur;341819032;134;589;09-410;1916
3018;W³oœcibor;Bubolc;630140252;29;517;11-041;848
3019;W³oœcis³aw;Hütter;406215831;123;515;55-220;1958
3020;Bo¿eciech;Daca;129297018;161;423;83-050;1178
3021;Ders³aw;Korab-Soko³owska;143332246;59;414;83-200;1842
3022;Tristan;Szlenzek;465552426;73;204;90-567;280
3023;Bêdzis³aw;Hejnicki;964694716;152;482;41-219;1204
3024;Dalebor;Pokutowski;484163466;132;575;41-949;652
3025;Sylwan;Machur;784712111;172;96;10-315;147
3026;Nosis³aw;Boguda³;836682948;66;901;16-400;26
3027;Angelus;Kulwanowski;119801909;49;777;93-472;331
3028;Salwin;Myrków;148465400;122;969;05-804;1525
3029;Ali;Cze³ba;618628026;86;996;62-120;365
3030;Sylwan;Guralewski;577842349;81;798;08-110;1024
3031;Dymitr;Bortman;509018887;15;11;87-630;824
3032;¯ywis³aw;Pyaszek;194809862;57;716;42-160;628
3033;Frydolin;Ruñdzia;211891234;88;738;03-840;874
3034;Edwin;Dymidas;541967058;67;117;82-550;783
3035;Jazon;Wloziñski;713651049;51;577;21-310;1501
3036;Niecis³aw;Ho³owit;446173492;158;914;50-305;1935
3037;Drogomir;Dro¿dziakiewicz;150522099;7;211;24-300;565
3038;Siecies³aw;Ba³aszek;125955767;84;78;81-533;1864
3039;Czech;Kotwil;274398460;24;146;41-709;1881
3040;Przybywoj;Janaæ;498200714;171;561;19-100;822
3041;Dobromierz;Kurlandzki;540129879;117;338;30-381;191
3042;Chwalis³aw;Obrzejta;494790530;188;652;05-320;1554
3043;Witomir;Dopira³a;867516875;188;139;83-220;1147
3044;Ewelin;Lanfus;211119958;166;324;85-622;1068
3045;Kandyd;Klara;521049444;133;78;02-929;198
3046;Tacjusz;Hanatyna;768331466;137;531;44-105;1217
3047;Sêdzis³aw;Bekiesiñski;738791266;188;261;28-114;1709
3048;Czech;M¹czak;268500180;12;695;38-450;297
3049;Leszek;Garmol;784346054;172;412;71-212;1633
3050;Danisz;Pys;323562854;132;992;59-920;253
3051;Radzimierz;Harwacki;159210733;72;492;37-734;1083
3052;Gotard;Fotta;955625422;71;342;88-342;1034
3053;Przedbor;Szemio³ek;741465962;17;288;48-210;1481
3054;Goœciwit;Zinczyn;142846170;81;558;13-200;1335
3055;Marcin;Brzymkowska;332900363;66;115;26-220;1194
3056;Cecyl;Glicha;199154101;113;701;75-445;1777
3057;Paramon;Westhal;889199524;69;766;61-534;1169
3058;Albin;Czuhaj;805402291;82;657;85-790;1653
3059;Dawid;Boehnke;632310029;121;653;23-110;864
3060;Roland;Fudaler;131951913;93;105;30-838;1080
3061;Bernard;Botwi³owski;689401250;17;839;62-810;1717
3062;Wiktoryn;K¹doszek;274800646;131;668;16-310;1194
3063;Boles³aw;Pawlikajtis;146771254;97;824;09-454;1681
3064;Abraham;Pakutyñska;558098337;87;991;26-606;915
3065;Makary;Zendkowski;282911248;117;672;62-850;1508
3066;Euzebiusz;Skoworski;190788644;43;53;35-103;291
3067;Izydor;Kumak;863866563;78;872;08-450;1454
3068;Burchard;Barszowski;581955648;138;993;41-803;970
3069;Przedwoj;Dunaf;357122494;10;241;07-323;1234
3070;Têgomir;Zemczak;262683596;79;483;99-120;1109
3071;Sozant;Demianik;247500228;2;883;36-122;1830
3072;Dobromys³;Ermiñski;554078207;10;955;33-104;706
3073;Platon;Ha³cnowska;931082830;66;600;38-200;1727
3074;Wilibald;Zasiad³y;583771595;197;132;52-115;730
3075;Ruben;Haruch;309892634;188;946;41-800;49
3076;Mi³owan;Misiuna;264517580;87;176;97-352;1493
3077;Donat;Starzyñska van Duivenbod;933131686;81;277;38-473;75
3078;Edwin;Mentrycki;797268879;97;560;41-400;1215
3079;Wit;Kwak;941387129;44;266;75-546;179
3080;Wróciwoj;Damu³a;202967939;129;418;76-142;692
3081;Napoleon;Wêglar;668293738;25;510;05-075;639
3082;Witalian;Dorenbust;377734595;75;867;08-110;777
3083;Sewer;Ba³yk;595291606;42;592;42-400;1816
3084;Irydion;Kosyñska;482973960;11;484;44-105;2025
3085;Zenobiusz;Laborowicz;605985075;163;331;15-720;811
3086;Œwiêtos³aw;Cwiklak;958490507;172;18;07-436;760
3087;Bean;Pilczyñski;980532584;148;572;08-110;944
3088;Izajasz;PaŸdziorko;249645666;73;413;41-300;151
3089;Celestyn;Hod¿a;807476304;136;712;17-306;1353
3090;Izaak;Bugryn;302269862;132;540;72-130;1019
3091;Goœcimi³;Niesterczuk;192677342;80;880;45-234;1585
3092;Hipolit;Kaniosz;612546886;89;580;27-620;256
3093;Asenat;Martelus;201445938;45;275;85-378;139
3094;Sebald;Pundzis;623428763;136;982;26-260;146
3095;Prochor;Trocimiuk;713879667;91;248;80-322;224
3096;Zefir;Horuba³a;145423983;185;263;95-070;62
3097;Rainer;Sczepkowski;471512947;10;285;78-105;1810
3098;Achilles;Helsin;858942267;146;840;71-274;884
3099;Uriasz;Sak³aski;267860321;158;734;18-420;289
3100;Onufry;Kmieœ;661108199;41;454;09-135;1487
3101;Ramon;Winiowski;875192920;145;922;03-290;658
3102;Zorian;Klimusiak;485407418;120;841;82-440;979
3103;Eugeniusz;Jerku³a;404922234;148;865;04-876;885
3104;Aron;Wyler;303258279;159;981;92-520;673
3105;Chociemir;Kubisiowski;758166729;134;59;87-801;84
3106;Herakles;Maczu³ajtys;923719898;23;778;16-130;1381
3107;Jarope³k;Mikolajec;358667082;176;489;87-812;347
3108;Wendelin;Ruro;996610034;78;224;38-451;1203
3109;Niezamys³;Kaœny;972195027;39;37;43-186;975
3110;Balbin;Maszeñda;573090955;12;313;98-400;1998
3111;Magnus;Gajdel;827191034;200;462;22-650;1633
3112;Lutobor;Koza³ka;630732852;194;975;28-530;641
3113;Dacjan;Steponik;960567465;29;162;62-120;1395
3114;Anatol;Schlusche;182737940;9;408;87-812;2027
3115;Szczepan;Podgurniak;775981888;174;519;98-277;203
3116;Dalebor;Bagieñski;130070931;161;250;21-300;531
3117;Job;Morozo;941642188;158;917;61-637;992
3118;Ksenofont;Ziembacki;825137347;135;329;54-061;1808
3119;Tristan;GoŸdziecki;804184262;113;949;43-346;1614
3120;Witomi³;Chotek;674158125;59;73;31-398;233
3121;Wito³d;Wyryna;176586723;181;123;43-502;1228
3122;Przybys³aw;Volmar;956951458;131;367;51-511;1466
3123;Alban;G¹siewski;171455062;82;918;50-014;625
3124;Sawin;Krzyzostaniak;331895284;169;564;80-690;657
3125;Joel;Barten;307431361;43;526;62-130;1407
3126;Budzisz;Korzuchin;164850832;134;725;73-110;1420
3127;Diogenes;Kraszucki;582631451;167;572;09-152;198
3128;Otniel;Ho³oszczuk;484890098;69;852;24-300;1677
3129;Warcis³aw;Grenba³;751546158;125;549;05-077;1851
3130;Gebhard;Jesiowczak;526788172;33;222;30-437;485
3131;Marcjan;Starosielec;716322430;137;250;85-712;1160
3132;Fidelis;Gicka;637081666;183;612;05-120;337
3133;Kir;Deybowska;916430426;170;198;91-020;480
3134;Abdiasz;Szleczkowski;297056920;72;747;60-813;998
3135;Ferdynand;Kocher;372424027;158;447;05-155;1178
3136;Dolores;Dollni;430094228;181;291;07-325;1699
3137;Andrzej;Sergijenko;220925846;99;349;25-001;1854
3138;Liberat;Parille;623467904;32;634;28-236;784
3139;Augustyn;Mehal;446891434;166;360;84-107;209
3140;Adalbert;Darlatka;350431172;88;300;78-540;219
3141;Ireneusz;Matiaœ;464519850;125;901;37-200;1068
3142;Pantaleon;Kusiab;893866272;147;373;58-500;1080
3143;Siemirad;Wywia³;275434751;160;147;72-410;1812
3144;Eustachy;Landon;836842660;189;726;01-859;448
3145;Adalbert;Krupsiñski;197517061;60;535;86-105;1195
3146;Goœcimi³;Bedrowski;309210910;192;335;91-231;1753
3147;Aleksander;Chocioszek;332249461;124;245;86-120;1876
3148;Apolinary;Poluœniak;607311302;76;366;03-531;1919
3149;Berno;£oñszczak;300412128;156;61;26-026;1787
3150;£adys³aw;Wittkowski;391549709;12;437;78-412;1984
3151;Horacy;Lodowicka;714337168;141;360;67-210;441
3152;W³adymir;Krakós;580655889;44;122;47-220;1533
3153;Borys;Kierpiek;203019495;53;579;35-301;182
3154;Hegezyp;Koœcianka;690779546;200;907;06-410;1349
3155;Naum;Burnac;286416626;99;992;44-122;1950
3156;Dawid;Bazu³ka;434419849;70;55;58-100;1828
3157;Sabin;Schmohl;840582345;75;954;37-306;1923
3158;Dacjan;Py³ypów;620746541;117;580;82-520;1015
3159;Wszebor;Birlicki;694758378;58;602;37-205;710
3160;Taras;Kaszyn;840711091;82;655;85-471;984
3161;Efrem;Gudinowicz;444082929;157;329;60-287;2013
3162;Boleczest;Skatolnik;133019935;59;393;07-300;95
3163;Goœcimi³;Gumel;124942993;181;775;24-340;748
3164;£êkomir;Hammel;643882126;59;108;16-424;1040
3165;Krzywos¹d;Klimosora;595309840;133;655;91-511;1596
3166;Romuald;Ustimów;158895121;53;2;03-978;253
3167;Dragomir;Rastuszko;122987377;196;1;67-210;607
3168;January;Tutak;688383797;162;615;29-145;31
3169;Mariusz;Kleñcz;199460008;181;494;08-109;175
3170;£ucjusz;Urthaler;416848079;197;697;45-272;1604
3171;Ignacy;Perfisz;132616904;189;916;41-902;459
3172;Addar;Nu¿yñski;449570406;142;67;56-410;1488
3173;Roman;Musiarczyk;583608758;47;551;01-730;1322
3174;Sulibor;Pockaj;404885628;120;28;71-326;577
3175;Festus;Boczoñ;845905608;188;133;41-902;1247
3176;Wito³d;Lazer;509122886;120;607;42-209;1254
3177;Barnabasz;Janewicz;707159019;134;691;31-431;378
3178;Zbis³aw;Szychtanc;730569304;183;819;63-200;1402
3179;Wieñczys³aw;Jatowtt;353395540;63;5;07-323;968
3180;Aleksander;Czo³okow;138978925;89;890;26-609;1116
3181;Asteriusz;Kwasziñski;803714166;200;418;46-300;1856
3182;Lubos³aw;Fijalik;375935061;96;494;19-520;733
3183;Piotr;Hoho³;190917516;77;934;62-270;896
3184;Leopard;Nigborowicz;813214477;133;79;33-250;442
3185;Czêstobor;Chraboñska;996041114;41;48;56-209;380
3186;Dagobert;Wajdzia¿;827864368;61;885;07-305;1430
3187;Szczepan;Szypczyk;380335473;120;92;99-200;513
3188;August;Kofla;911765547;10;877;41-219;1918
3189;Orfeusz;Dalas;314679273;194;63;05-825;1373
3190;Festus;Manulik;671128910;29;939;42-470;1196
3191;Œwiêtope³k;Kisa;116992218;63;657;09-317;62
3192;Krzysztof;£asienicki;879879151;197;149;99-107;70
3193;Pawe³;Œran;884084199;143;378;31-309;714
3194;Marceli;Madalyr;907997797;86;2;49-305;654
3195;Charyzjusz;Gr¹ciak;534412114;168;927;46-100;1385
3196;Bo¿ymierz;Caderski;996071210;143;912;98-332;1905
3197;Roch;Herszkiewicz;929083764;173;518;41-216;377
3198;Bronimir;Przyszkiewicz;601629489;33;606;86-070;1316
3199;Liwiusz;Kielor;865705166;90;912;06-210;754
3200;Ludomir;Miesalla;790258062;122;761;22-170;1664
3201;Klaudian;Pomaraniec;476646819;40;909;95-083;835
3202;Godzis³aw;Riabinin;884915109;91;915;42-350;652
3203;Fortunat;Koraczek;876672486;90;279;23-413;1997
3204;Benicjusz;Jefiniuk;487061588;147;15;26-601;1183
3205;Uniemys³;Wanas;294631022;105;810;98-277;606
3206;Rupert;Sypeñ;931995377;102;269;47-110;854
3207;Gerwazy;Ericson;445613151;118;748;61-250;1624
3208;Konstanty;Halendarczyk;627065716;25;134;09-550;1532
3209;Eliasz;Œwiat³on;609176500;9;578;32-210;239
3210;Kwiryn;Bochonka;823006697;45;485;27-515;994
3211;Bazyl;Taban;720388007;79;301;41-800;1738
3212;Œwiatozar;Sysecki;685468767;112;206;96-512;1597
3213;Bogudar;Metko;142412016;25;284;26-140;1986
3214;Marek;Moriko;677056422;135;854;63-230;1186
3215;Urlyk;Godys;838851522;34;814;83-011;1296
3216;Maur;¬midziñska;396464966;155;541;25-033;1733
3217;Ostap;Erbill;678806963;77;892;99-220;1869
3218;£azarz;S³adczyk;761760611;39;976;44-370;105
3219;Rudolf;Kielgrzymski;420985040;148;972;87-620;163
3220;Leopard;Lipiñski Parz¹tka;602799566;81;685;01-359;1422
3221;Sebastian;Bugzal;368502525;45;494;42-100;250
3222;Modest;Bondenszajc;398788738;169;892;55-080;546
3223;Zygmunt;Burkiciak;485509186;48;574;91-601;1422
3224;Agaton;Chabrzyñski;672164242;15;388;54-608;1043
3225;Dezyderiusz;Miedzybrodzki;975955348;63;344;36-025;1885
3226;Tyburcjusz;Fehlau;818193115;79;152;89-240;1550
3227;Izydor;Trzes³o;999308786;95;591;63-600;1392
3228;Klaus;Truchan;410988328;84;323;21-132;1500
3229;Przybygniew;Gizuæ;282227026;121;652;14-500;905
3230;Chociemir;Szwierkot;447634154;37;767;38-232;1203
3231;Wolmar;Indrzejewski;601336943;134;583;59-407;1732
3232;Patryk;Wiœny;406181434;3;614;63-440;1737
3233;Florian;Silny;627030550;176;399;30-651;1403
3234;Bolemys³;Koœcierski;678168127;92;192;84-220;721
3235;Godzis³aw;D³ugas;709331618;131;338;11-410;1159
3236;Emeryk;Vetter;280938574;84;460;24-335;605
3237;Sêdziwoj;Pejko;798867025;189;641;66-015;343
3238;Dalegor;Prudaczuk;370486317;19;789;05-120;549
3239;Maksymilian;Najdorek;439900265;147;835;74-120;1832
3240;Ageusz;Jadwisa;795163338;168;399;05-124;1709
3241;Bean;Knon;926030441;183;37;61-542;322
3242;Stefan;Beuch;254383333;142;414;40-174;610
3243;Wito³d;Stanierowski;994750299;174;901;60-655;624
3244;Uniedrog;Bekierz;832175791;35;25;27-620;1109
3245;Salomon;Badewska;465702729;57;595;43-502;862
3246;Blandyn;Ga¿yñski;374232368;128;73;33-121;257
3247;Roman;Chañko;165843179;187;162;35-230;552
3248;Pakos³aw;Krauhs;980038434;71;183;96-313;1902
3249;Przybys³aw;Esmund;721694644;130;860;30-114;1167
3250;Protazy;Hofland;622134075;64;809;39-120;679
3251;Absalon;Sciœlewski;501138763;3;155;55-050;851
3252;Kalistrat;Szpeniuk;749166871;56;961;88-231;2019
3253;Ludomir;Hernacki;432499152;63;34;15-592;438
3254;Eustachiusz;Poczekajski;400405713;188;235;82-100;1966
3255;Dziers³aw;Gla¿owska;672596609;43;703;44-300;1288
3256;Marcin;Guttman;690114108;163;4;37-111;389
3257;Wiêcemir;Zadrawa;749101758;33;761;45-218;257
3258;Augustyn;Brasczik;788410575;105;398;75-016;1708
3259;Rafa³;Lietz;254767558;71;916;57-200;790
3260;Wielis³aw;Repniarczyk;453195112;113;967;27-300;345
3261;Eustachiusz;Galiusz;588658895;96;565;03-794;457
3262;Pelagiusz;Simbit;366505470;140;891;21-560;1978
3263;Euzebiusz;Piturecki;344531146;88;433;61-494;1986
3264;Ozeasz;Dra¿bo;942729433;81;140;64-920;403
3265;Filemon;Morendarz;905711027;130;162;87-809;1655
3266;Dobrowiest;Muschik;960995153;180;384;38-430;1154
3267;Eulogiusz;Dienstel;452534404;190;748;38-200;599
3268;Festus;Czuperny;274235217;15;549;89-240;372
3269;Tristan;Froncak;200374926;179;150;42-270;17
3270;Job;Solbieda;685093692;148;985;05-400;54
3271;Tezeusz;Zagañski;319109830;38;755;37-700;1185
3272;Janis³aw;Niecieja;131796828;42;74;00-713;838
3273;Leoncjusz;Kontkowski;249626223;95;801;43-603;1721
3274;Blizbor;Raœmiesz;762003899;144;135;26-604;41
3275;Tomi³;Podsiêdzik;418561410;69;838;22-130;404
3276;Konstancjusz;Rapciuch;233939409;127;388;16-304;1095
3277;Humbert;Lódwig;381116684;10;928;50-540;1985
3278;Gorzys³aw;Bogos;394003699;130;913;67-210;1105
3279;Sofroniusz;Gubala;471263148;178;153;09-530;765
3280;Eugeniusz;Wypysko;616343733;167;759;26-110;1533
3281;Izaak;£acheciñski;608970651;12;94;43-110;1694
3282;Drogos³aw;Og³oziñski;385872780;67;967;80-071;1840
3283;Strze¿ymir;Kreuzel;838570081;119;928;86-060;200
3284;Goœcimir;Bazaczek;550845761;185;13;68-111;1692
3285;Mœcibor;Brzenkowska;395449533;74;605;43-100;424
3286;Zachariasz;Jonker;897659522;91;466;62-730;631
3287;Roch;W¹zowska;342208481;45;912;87-890;1432
3288;Bo¿ydar;Greenfield;920165381;100;206;72-130;906
3289;Tworzymir;Podbere¿niak;469039924;113;57;07-210;1506
3290;Arseniusz;Fingajski;257343753;132;747;42-400;1771
3291;Pompejusz;Dafa;272034090;123;320;05-282;1106
3292;Axel;Gona;201142083;35;798;96-502;1465
3293;Sebald;Bachleda-Wijas;240631977;110;404;19-300;1417
3294;Spycimir;Zaparza³a;208395348;73;592;23-110;1409
3295;£ukasz;Gancach;568269545;176;894;03-456;226
3296;Romeo;Rymiewicz;209255357;156;380;47-200;1405
3297;Wadim;Saladini;470565854;84;783;15-687;1189
3298;Honorat;Czuchlicki;967228653;139;298;05-420;797
3299;Ulrych;Ludzki;164332059;158;929;70-357;1144
3300;Pawe³;W³ostowicz;646096483;80;256;43-190;1522
3301;Sylwin;Teszko;617101773;146;582;16-113;1796
3302;Rainer;Nieswadba;798886079;119;958;22-330;896
3303;Wrócis³aw;Korelek;365251394;122;380;25-003;1239
3304;Achacjusz;Galêziowska;824791707;169;408;41-503;981
3305;Baltazar;Szepieciñski;963535895;125;489;66-213;872
3306;Przybys³aw;Kurzba³a;819284195;23;633;64-733;1926
3307;Anatol;Maciszyn;581122556;196;410;65-602;238
3308;Radowit;Bokszczanin;503932364;33;664;80-058;143
3309;Bolebor;Pêcieka;287850932;91;501;05-504;1026
3310;S¹domir;Koraciñski;843466768;47;335;57-550;993
3311;Radogost;Mugeñski;846148753;117;978;43-502;720
3312;Gall;Ularczyk;871678607;59;100;35-111;724
3313;Redogort;Howek;505457032;174;127;31-423;621
3314;Dymitr;Hubkowski;765975858;185;986;83-300;1603
3315;Otniel;Bartorzewska;887163543;149;344;81-162;1154
3316;Norman;Pancerzewska;721703422;196;982;06-323;732
3317;Stos³aw;Koschal;604467386;94;274;44-270;1834
3318;Ders³aw;Ocieszko;848340963;34;787;43-310;1270
3319;Flawiusz;Korzeb;838854348;16;583;03-021;741
3320;Longinus;Dacy;862643581;109;785;74-300;1619
3321;W³oœcibor;Mora;637397449;103;548;81-601;1646
3322;Uniemys³;I¿yczek;733130671;36;661;87-810;1470
3323;Emiliusz;Niewidziajko;925131819;193;483;63-011;1111
3324;Wis³aw;Drabisz;691613095;38;99;33-230;1528
3325;Siestrzewit;Pilipiszyn;310954431;65;957;20-140;903
3326;Gabor;Kotus;781789031;20;684;62-641;1363
3327;Enoch;Buczyna Dawidowski;314978355;91;415;20-632;1540
3328;Epifani;Neppel;417890283;157;456;61-526;594
3329;Alf;Blumenfrucht;937805969;61;240;81-829;1047
3330;Orfeusz;Wendorff;666812203;155;699;63-700;587
3331;Wincenty;Limbicz;916664686;146;65;20-809;405
3332;Wierzchos³aw;Korczyk;422889559;95;383;31-521;1878
3333;Ostap;Kasuñ;180883505;153;321;46-250;969
3334;Probus;Nadañski;148820941;118;511;11-130;1148
3335;Sambor;Szejca;763112286;93;103;20-504;1838
3336;Chwalibóg;Jaskuta;131417941;96;229;58-309;964
3337;Czes³aw;Elbanowski;354109284;192;616;55-080;1139
3338;Drogomys³;Latosiñski;969084462;53;348;08-110;1601
3339;Przemys³;Kozuszyn;974512728;105;182;41-600;992
3340;Wojbor;Kuczycka;769216286;178;549;86-014;390
3341;Marcel;Chann;598991410;198;173;80-180;1293
3342;Kain;Pacaj³o;121384597;38;506;09-550;1051
3343;Trzebimir;Leier;728759544;177;843;58-535;185
3344;Cieszyrad;W³uczyñski;604007465;90;115;46-030;1045
3345;Maksymin;Po¿eniuk;367642504;111;881;67-210;1438
3346;Mironieg;Bausch;544886886;154;353;72-110;946
3347;S³awoj;Doppler;225803696;157;219;99-420;717
3348;Barnaba;Putrzyñski;822829265;95;831;36-105;1719
3349;Pimen;Karêcka;976110870;131;246;11-500;445
3350;Prosimir;Czaprajski;613018613;128;103;41-605;1212
3351;Cecyl;M³odecki;743154873;83;616;07-217;69
3352;Dalegor;Preiznar;420652006;104;105;20-135;1092
3353;Kondrat;Faltyn;214135270;143;443;05-505;1723
3354;Waleriusz;Œlepka;460020460;193;54;38-124;1319
3355;Brunon;Bradowski;879750849;140;352;07-310;1120
3356;Godfryd;Na¿giewicz;475280891;83;480;22-664;1287
3357;Gos³aw;Autrieb;997434417;151;653;74-305;1269
3358;Korneli;Rasicz;297949539;16;184;06-216;566
3359;Ziemis³aw;Czweryrz;752083792;187;462;41-300;851
3360;Prot;Monczko;183543065;142;564;62-280;1323
3361;Wiktor;Dobiega³a;159753421;122;900;41-803;927
3362;Serwacy;Bosczon;765800491;19;299;34-625;697
3363;Tymon;Rozlak;350916836;76;107;30-518;713
3364;Radomir;Szembrener;144870521;156;560;61-357;1830
3365;Jazon;Warum;148556058;51;894;07-205;475
3366;Kiry³;Podgórewicz;463522412;80;148;05-303;598
3367;Daniel;Jagieta;711368719;11;829;26-300;119
3368;Roland;Bogasz;156167717;200;942;34-324;569
3369;Oktawian;Nie¿nik;388251772;156;585;95-047;1497
3370;Jerzy;Wedemski;268153833;12;168;40-027;1202
3371;Eberhard;Wegorek;771366475;63;983;62-600;438
3372;Roch;Bachciñski;337408364;165;68;43-382;1850
3373;Demetriusz;Przenzak;852624055;117;441;96-317;2000
3374;Innocenty;Schwitalik;251520206;118;797;73-110;799
3375;Gwalbert;Zychmañski;793466181;197;973;16-075;453
3376;Otton;Chlib;407405829;132;793;26-110;819
3377;Izydor;Namienciñski;832571336;154;670;47-300;499
3378;Bo¿ebor;Chamu³ka;130049439;116;511;87-325;1402
3379;Stanimir;Biuert;336152868;25;139;25-351;1945
3380;Cezary;Frydeñbergier;151423810;168;357;11-210;1814
3381;Lutomys³;Kracyk;996382589;183;868;97-330;1621
3382;Alban;Bezwierchy;177261049;36;22;43-500;530
3383;Aureliusz;Wachad³o;316286268;140;422;41-250;1203
3384;Arnolf;Po³turenko;788960623;26;113;55-106;232
3385;Wac³aw;Szalerek;173103214;114;840;58-305;1103
3386;Racis³aw;£ojanta;640595586;82;295;06-333;1348
3387;Eliasz;Mierzwiczak;259914618;135;141;64-120;1559
3388;Ewald;Broel;950040437;113;881;66-111;1323
